return_id,order_id,customer_id,return_date,reason,refund_amount,days_to_return
RET11272,ORD103152,CUST11486,2026-01-15,Wrong item received,1187,5
RET11273,ORD103157,CUST11292,2026-03-05,Product not as described,40731,5
RET11274,ORD103159,CUST10059,2026-02-09,Quality not as expected,109,3
RET11275,ORD103160,CUST10122,2026-01-20,Defective product,474,4
RET11276,ORD103161,CUST11688,2026-01-07,Wrong item received,2107,2
RET11277,ORD103165,CUST11533,2026-02-02,Size/fit issue,838,4
RET11278,ORD103170,CUST11374,2026-03-10,Wrong item received,461,14
RET11279,ORD103171,CUST11121,2026-01-13,Size/fit issue,19032,3
RET11280,ORD103173,CUST10827,2026-02-20,Changed mind,1861,12
RET11281,ORD103175,CUST11471,2026-02-21,Defective product,276,7
RET11282,ORD103177,CUST11442,2026-02-12,Better price elsewhere,60,11
RET11283,ORD103180,CUST11095,2026-01-20,Better price elsewhere,581,8
RET11284,ORD103181,CUST10518,2026-01-28,Better price elsewhere,1019,5
RET11285,ORD103182,CUST11793,2026-02-16,Defective product,924,12
RET11286,ORD103183,CUST10066,2026-02-15,Wrong item received,642,14
RET11287,ORD103187,CUST10005,2026-01-28,Wrong item received,718,7
RET11288,ORD103189,CUST11876,2026-01-25,Size/fit issue,413,10
RET11289,ORD103193,CUST10619,2026-01-22,Better price elsewhere,2515,8
RET11290,ORD103194,CUST10416,2026-02-07,Damaged in shipping,979,14
RET11291,ORD103196,CUST11052,2026-01-20,Defective product,1228,7
RET11292,ORD103197,CUST11934,2026-01-30,Changed mind,281,3
RET11293,ORD103200,CUST11127,2026-02-02,Changed mind,1073,12
RET11294,ORD103201,CUST11656,2026-02-05,Changed mind,9456,2
RET11295,ORD103206,CUST11203,2026-01-21,Damaged in shipping,1548,1
RET11296,ORD103207,CUST11955,2026-01-16,Changed mind,728,10
RET11297,ORD103211,CUST10638,2026-01-13,Defective product,1075,2
RET11298,ORD103212,CUST11245,2026-02-05,Changed mind,345,12
RET11299,ORD103219,CUST10128,2026-01-21,Better price elsewhere,1281,6
RET11300,ORD103221,CUST10921,2026-02-15,Changed mind,3633,11
RET11301,ORD103222,CUST11458,2026-03-06,Quality not as expected,384,7
RET11302,ORD103227,CUST10245,2026-02-10,Quality not as expected,13111,5
RET11303,ORD103229,CUST10832,2026-02-11,Product not as described,461,2
RET11304,ORD103230,CUST10698,2026-01-09,Quality not as expected,1273,5
RET11305,ORD103233,CUST11312,2026-02-22,Changed mind,1638,8
RET11306,ORD103235,CUST10327,2026-01-31,Defective product,8422,14
RET11307,ORD103236,CUST11515,2026-02-06,Better price elsewhere,201,11
RET11308,ORD103237,CUST11688,2026-01-16,Defective product,633,7
RET11309,ORD103244,CUST11008,2026-02-26,Product not as described,1891,8
RET11310,ORD103245,CUST11284,2026-01-16,Wrong item received,31967,12
RET11311,ORD103246,CUST10298,2026-01-14,Product not as described,375,11
RET11312,ORD103248,CUST11505,2026-01-28,Wrong item received,571,11
RET11313,ORD103251,CUST10678,2026-02-15,Product not as described,65,13
RET11314,ORD103252,CUST11446,2026-01-15,Quality not as expected,1088,5
RET11315,ORD103254,CUST11131,2026-01-24,Wrong item received,50,12
RET11316,ORD103256,CUST11815,2026-01-29,Quality not as expected,199,12
RET11317,ORD103261,CUST10072,2026-03-04,Changed mind,2515,5
RET11318,ORD103262,CUST11284,2026-01-30,Better price elsewhere,208,7
RET11319,ORD103263,CUST10275,2026-02-04,Damaged in shipping,1548,2
RET11320,ORD103264,CUST11490,2026-02-01,Quality not as expected,43746,7
RET11321,ORD103266,CUST10151,2026-01-29,Product not as described,1823,4
RET11322,ORD103268,CUST11727,2026-01-16,Damaged in shipping,1173,14
RET11323,ORD103269,CUST11637,2026-03-06,Damaged in shipping,74022,9
RET11324,ORD103271,CUST11362,2026-01-31,Changed mind,660,2
RET11325,ORD103274,CUST11754,2026-02-13,Changed mind,4448,6
RET11326,ORD103276,CUST11470,2026-01-26,Quality not as expected,805,7
RET11327,ORD103281,CUST10971,2026-02-12,Quality not as expected,50,2
RET11328,ORD103283,CUST11346,2026-01-28,Wrong item received,1279,2
RET11329,ORD103286,CUST11709,2026-02-05,Size/fit issue,805,14
RET11330,ORD103289,CUST11787,2026-01-22,Changed mind,19032,11
RET11331,ORD103291,CUST11564,2026-02-07,Size/fit issue,248,4
RET11332,ORD103294,CUST11395,2026-03-05,Wrong item received,50,10
RET11333,ORD103297,CUST11641,2026-01-19,Defective product,76720,4
RET11334,ORD103299,CUST11177,2026-01-28,Quality not as expected,62315,6
RET11335,ORD103301,CUST11920,2026-02-04,Product not as described,199,14
RET11336,ORD103302,CUST11228,2026-01-25,Damaged in shipping,2892,14
RET11337,ORD103304,CUST10566,2026-02-23,Defective product,3171,10
RET11338,ORD103307,CUST11557,2026-03-01,Size/fit issue,707,6
RET11339,ORD103309,CUST10526,2026-01-17,Product not as described,847,2
RET11340,ORD103310,CUST10832,2026-02-27,Changed mind,643,7
RET11341,ORD103314,CUST11656,2026-02-09,Size/fit issue,47218,3
RET11342,ORD103316,CUST11710,2026-01-31,Better price elsewhere,248,5
RET11343,ORD103318,CUST11335,2026-01-13,Defective product,1195,3
RET11344,ORD103319,CUST10575,2026-01-15,Wrong item received,50,6
RET11345,ORD103321,CUST10781,2026-02-13,Wrong item received,414,8
RET11346,ORD103323,CUST11341,2026-01-16,Better price elsewhere,199,12
RET11347,ORD103325,CUST11863,2026-02-07,Wrong item received,1685,2
RET11348,ORD103326,CUST11717,2026-01-28,Defective product,109,6
RET11349,ORD103327,CUST11531,2026-01-27,Changed mind,3785,3
RET11350,ORD103328,CUST10819,2026-02-08,Product not as described,50,7
RET11351,ORD103329,CUST10708,2026-01-24,Better price elsewhere,1358,7
RET11352,ORD103330,CUST11803,2026-01-28,Defective product,824,5
RET11353,ORD103331,CUST10315,2026-02-09,Better price elsewhere,557,14
RET11354,ORD103334,CUST11288,2026-02-25,Changed mind,7883,8
RET11355,ORD103336,CUST10219,2026-02-24,Wrong item received,555,10
RET11356,ORD103337,CUST11086,2026-01-25,Product not as described,3148,2
RET11357,ORD103338,CUST11513,2026-02-23,Changed mind,529,10
RET11358,ORD103346,CUST11313,2026-01-31,Damaged in shipping,50,13
RET11359,ORD103350,CUST10758,2026-01-18,Better price elsewhere,189,8
RET11360,ORD103352,CUST10694,2026-02-26,Defective product,1823,13
RET11361,ORD103354,CUST11059,2026-02-14,Wrong item received,871,3
RET11362,ORD103355,CUST11168,2026-01-22,Wrong item received,62315,4
RET11363,ORD103356,CUST10717,2026-02-27,Quality not as expected,1638,8
RET11364,ORD103357,CUST11838,2026-02-01,Damaged in shipping,637,1
RET11365,ORD103360,CUST11568,2026-02-13,Size/fit issue,7654,9
RET11366,ORD103362,CUST11947,2026-02-22,Defective product,489,6
RET11367,ORD103364,CUST10997,2026-02-17,Size/fit issue,1911,3
RET11368,ORD103365,CUST11771,2026-02-03,Changed mind,645,11
RET11369,ORD103367,CUST10104,2026-01-13,Wrong item received,330,9
RET11370,ORD103371,CUST11421,2026-02-03,Size/fit issue,205,3
RET11371,ORD103372,CUST10721,2026-01-29,Better price elsewhere,50,5
RET11372,ORD103376,CUST10957,2026-02-16,Changed mind,1440,7
RET11373,ORD103377,CUST10486,2026-01-16,Product not as described,615,6
RET11374,ORD103379,CUST10995,2026-02-14,Quality not as expected,50,6
RET11375,ORD103382,CUST11838,2026-02-04,Product not as described,13232,1
RET11376,ORD103384,CUST10396,2026-01-18,Quality not as expected,414,7
RET11377,ORD103388,CUST11297,2026-01-11,Quality not as expected,2336,4
RET11378,ORD103391,CUST10254,2026-02-03,Size/fit issue,1866,11
RET11379,ORD103399,CUST11176,2026-02-03,Changed mind,362,2
RET11380,ORD103402,CUST11534,2026-01-27,Better price elsewhere,536,3
RET11381,ORD103405,CUST10405,2026-02-07,Changed mind,35998,10
RET11382,ORD103411,CUST10152,2026-01-21,Better price elsewhere,184,8
RET11383,ORD103412,CUST10958,2026-03-05,Changed mind,1107,9
RET11384,ORD103417,CUST11065,2026-01-10,Wrong item received,510,8
RET11385,ORD103422,CUST10371,2026-02-13,Quality not as expected,50,1
RET11386,ORD103425,CUST11815,2026-03-11,Better price elsewhere,1187,14
RET11387,ORD103427,CUST11659,2026-02-16,Product not as described,925,3
RET11388,ORD103428,CUST10401,2026-03-03,Product not as described,1386,10
RET11389,ORD103429,CUST10540,2026-02-22,Defective product,529,10
RET11390,ORD103434,CUST11973,2026-02-13,Size/fit issue,4324,3
RET11391,ORD103435,CUST10773,2026-01-27,Size/fit issue,1075,3
RET11392,ORD103439,CUST11046,2026-01-15,Quality not as expected,956,13
RET11393,ORD103443,CUST11594,2026-01-20,Quality not as expected,541,2
RET11394,ORD103444,CUST10532,2026-02-16,Size/fit issue,754,4
RET11395,ORD103448,CUST10378,2026-01-24,Quality not as expected,625,13
RET11396,ORD103452,CUST10891,2026-02-15,Changed mind,22450,11
RET11397,ORD103454,CUST10005,2026-02-06,Size/fit issue,977,10
RET11398,ORD103456,CUST10301,2026-01-25,Better price elsewhere,1661,6
RET11399,ORD103461,CUST10525,2026-02-07,Size/fit issue,2244,10
RET11400,ORD103464,CUST11247,2026-01-12,Better price elsewhere,40731,10
RET11401,ORD103467,CUST11321,2026-01-21,Defective product,906,6
RET11402,ORD103469,CUST11398,2026-01-14,Product not as described,987,6
RET11403,ORD103470,CUST11144,2026-01-11,Damaged in shipping,1879,4
RET11404,ORD103472,CUST10946,2026-01-19,Changed mind,2545,7
RET11405,ORD103473,CUST10680,2026-01-24,Defective product,50,8
RET11406,ORD103475,CUST10283,2026-03-11,Defective product,871,14
RET11407,ORD103477,CUST10231,2026-02-20,Wrong item received,581,14
RET11408,ORD103482,CUST10008,2026-02-01,Wrong item received,122054,8
RET11409,ORD103483,CUST11743,2026-02-03,Changed mind,239,3
RET11410,ORD103484,CUST11880,2026-02-05,Product not as described,1097,11
RET11411,ORD103487,CUST10308,2026-02-08,Size/fit issue,1107,4
RET11412,ORD103488,CUST10177,2026-02-01,Better price elsewhere,728,10
RET11413,ORD103491,CUST10204,2026-02-05,Changed mind,724,4
RET11414,ORD103492,CUST10995,2026-01-06,Product not as described,596,4
RET11415,ORD103494,CUST11829,2026-01-24,Damaged in shipping,1879,4
RET11416,ORD103495,CUST10519,2026-02-27,Changed mind,13232,13
RET11417,ORD103498,CUST10427,2026-02-10,Changed mind,2622,12
RET11418,ORD103501,CUST10019,2026-01-24,Product not as described,46164,6
RET11419,ORD103502,CUST10664,2026-02-18,Wrong item received,50,7
RET11420,ORD103504,CUST11308,2026-02-02,Damaged in shipping,481,2
RET11421,ORD103506,CUST11188,2026-02-10,Damaged in shipping,19982,14
RET11422,ORD103507,CUST10682,2026-02-28,Defective product,1178,10
RET11423,ORD103512,CUST10705,2026-01-14,Defective product,46164,12
RET11424,ORD103515,CUST10846,2026-01-12,Defective product,2594,4
RET11425,ORD103517,CUST11804,2026-02-05,Better price elsewhere,434,12
RET11426,ORD103518,CUST11522,2026-02-07,Defective product,1316,11
RET11427,ORD103519,CUST11048,2026-02-22,Quality not as expected,32546,2
RET11428,ORD103520,CUST10340,2026-02-23,Quality not as expected,46164,10
RET11429,ORD103522,CUST11552,2026-02-21,Better price elsewhere,41774,14
RET11430,ORD103523,CUST11039,2026-02-15,Defective product,23753,2
RET11431,ORD103526,CUST11888,2026-02-15,Wrong item received,755,4
RET11432,ORD103527,CUST10138,2026-02-07,Changed mind,1478,4
RET11433,ORD103528,CUST10839,2026-02-19,Damaged in shipping,13111,14
RET11434,ORD103534,CUST10142,2026-03-02,Changed mind,794,10
RET11435,ORD103540,CUST11401,2026-02-23,Changed mind,50,4
RET11436,ORD103546,CUST10698,2026-02-14,Quality not as expected,564,10
RET11437,ORD103549,CUST10067,2026-01-28,Wrong item received,802,3
RET11438,ORD103553,CUST10524,2026-02-05,Defective product,199,12
RET11439,ORD103554,CUST10636,2026-01-16,Better price elsewhere,906,6
RET11440,ORD103555,CUST10663,2026-02-01,Changed mind,203,3
RET11441,ORD103556,CUST10619,2026-01-13,Product not as described,281,4
RET11442,ORD103557,CUST11639,2026-02-02,Changed mind,375,2
RET11443,ORD103565,CUST10326,2026-03-02,Better price elsewhere,979,4
RET11444,ORD103568,CUST11632,2026-01-17,Product not as described,122054,5
RET11445,ORD103571,CUST10398,2026-01-13,Wrong item received,1038,1
RET11446,ORD103573,CUST10663,2026-02-17,Wrong item received,2090,3
RET11447,ORD103574,CUST11079,2026-01-22,Size/fit issue,1002,2
RET11448,ORD103575,CUST10307,2026-01-04,Wrong item received,461,2
RET11449,ORD103576,CUST10326,2026-02-24,Product not as described,1461,9
RET11450,ORD103578,CUST10750,2026-01-30,Damaged in shipping,421,12
RET11451,ORD103581,CUST10850,2026-03-08,Product not as described,1001,11
RET11452,ORD103584,CUST10517,2026-01-24,Better price elsewhere,2545,13
RET11453,ORD103585,CUST11777,2026-01-31,Wrong item received,413,5
RET11454,ORD103586,CUST11094,2026-02-24,Wrong item received,13232,5
RET11455,ORD103587,CUST11505,2026-03-04,Size/fit issue,10198,11
RET11456,ORD103588,CUST10027,2026-02-03,Changed mind,1879,10
RET11457,ORD103590,CUST10814,2026-02-23,Changed mind,1508,8
RET11458,ORD103592,CUST10912,2026-01-24,Quality not as expected,789,14
RET11459,ORD103597,CUST10885,2026-02-21,Size/fit issue,284,13
RET11460,ORD103600,CUST11737,2026-01-20,Size/fit issue,1094,10
RET11461,ORD103603,CUST11325,2026-01-17,Changed mind,837,4
RET11462,ORD103606,CUST11660,2026-01-08,Product not as described,201,3
RET11463,ORD103610,CUST11621,2026-01-29,Size/fit issue,510,9
RET11464,ORD103611,CUST11149,2026-02-08,Better price elsewhere,425,9
RET11465,ORD103612,CUST10324,2026-01-16,Damaged in shipping,16229,7
RET11466,ORD103615,CUST11490,2026-01-23,Quality not as expected,434,7
RET11467,ORD103616,CUST11450,2026-02-07,Product not as described,35998,8
RET11468,ORD103619,CUST11062,2026-01-22,Size/fit issue,1012,11
RET11469,ORD103621,CUST11541,2026-02-27,Damaged in shipping,58802,3
RET11470,ORD103627,CUST11283,2026-03-02,Defective product,375,14
RET11471,ORD103635,CUST11890,2026-02-15,Wrong item received,2594,5
RET11472,ORD103643,CUST10675,2026-02-17,Wrong item received,21603,14
RET11473,ORD103645,CUST11178,2026-02-12,Size/fit issue,1569,2
RET11474,ORD103646,CUST11625,2026-02-25,Changed mind,838,7
RET11475,ORD103647,CUST11262,2026-02-18,Product not as described,430,5
RET11476,ORD103653,CUST11239,2026-01-16,Changed mind,940,14
RET11477,ORD103654,CUST10885,2026-03-05,Quality not as expected,1685,10
RET11478,ORD103658,CUST10360,2026-01-27,Product not as described,1112,11
RET11479,ORD103659,CUST11268,2026-02-21,Defective product,724,13
RET11480,ORD103663,CUST11203,2026-01-23,Defective product,1071,5
RET11481,ORD103665,CUST11620,2026-02-06,Damaged in shipping,757,14
RET11482,ORD103666,CUST10960,2026-02-25,Quality not as expected,50,11
RET11483,ORD103668,CUST11826,2026-01-18,Changed mind,94264,2
RET11484,ORD103671,CUST11730,2026-01-15,Size/fit issue,790,5
RET11485,ORD103672,CUST10974,2026-01-27,Quality not as expected,1749,10
RET11486,ORD103674,CUST11677,2026-01-22,Changed mind,1871,11
RET11487,ORD103676,CUST10818,2026-01-18,Damaged in shipping,382,9
RET11488,ORD103677,CUST10270,2026-01-12,Damaged in shipping,1358,5
RET11489,ORD103682,CUST11938,2026-02-05,Better price elsewhere,50533,10
RET11490,ORD103683,CUST11215,2026-01-14,Better price elsewhere,1534,3
RET11491,ORD103684,CUST11752,2026-01-13,Product not as described,3171,4
RET11492,ORD103686,CUST11729,2026-03-01,Product not as described,373,7
RET11493,ORD103687,CUST11850,2026-02-05,Quality not as expected,360,13
RET11494,ORD103691,CUST10733,2026-01-18,Changed mind,284,10
RET11495,ORD103692,CUST10885,2026-01-20,Size/fit issue,536,5
RET11496,ORD103693,CUST11054,2026-02-23,Product not as described,2873,12
RET11497,ORD103696,CUST11731,2026-01-18,Better price elsewhere,2802,13
RET11498,ORD103700,CUST10592,2026-01-18,Defective product,1273,14
RET11499,ORD103701,CUST11151,2026-01-28,Changed mind,942,3
RET11500,ORD103702,CUST11367,2026-01-30,Damaged in shipping,461,3
RET11501,ORD103703,CUST11796,2026-01-25,Defective product,16574,5
RET11502,ORD103704,CUST10441,2026-02-06,Better price elsewhere,592,9
RET11503,ORD103707,CUST11500,2026-03-05,Quality not as expected,50,9
RET11504,ORD103709,CUST11101,2026-01-20,Damaged in shipping,789,6
RET11505,ORD103711,CUST10790,2026-01-22,Damaged in shipping,461,6
RET11506,ORD103713,CUST11097,2026-02-01,Changed mind,886,9
RET11507,ORD103718,CUST10981,2026-01-23,Damaged in shipping,476,13
RET11508,ORD103721,CUST10316,2026-01-21,Changed mind,2873,8
RET11509,ORD103722,CUST10720,2026-01-27,Defective product,2107,8
RET11510,ORD103724,CUST11964,2026-01-29,Product not as described,1508,14
RET11511,ORD103725,CUST10819,2026-02-03,Damaged in shipping,1696,5
RET11512,ORD103727,CUST11244,2026-01-28,Size/fit issue,322,14
RET11513,ORD103731,CUST11562,2026-03-01,Size/fit issue,1934,2
RET11514,ORD103732,CUST10870,2026-02-05,Product not as described,9285,13
RET11515,ORD103740,CUST10037,2026-01-19,Quality not as expected,65,6
RET11516,ORD103744,CUST10537,2026-01-08,Defective product,8422,4
RET11517,ORD103747,CUST10700,2026-02-12,Wrong item received,17771,5
RET11518,ORD103749,CUST11163,2026-02-10,Changed mind,1774,9
RET11519,ORD103750,CUST10485,2026-02-09,Changed mind,4448,7
RET11520,ORD103757,CUST10217,2026-02-15,Defective product,564,9
RET11521,ORD103762,CUST10689,2026-02-01,Product not as described,50,3
RET11522,ORD103763,CUST10114,2026-01-19,Damaged in shipping,429,8
RET11523,ORD103768,CUST11691,2026-01-09,Damaged in shipping,620,2
RET11524,ORD103769,CUST11581,2026-02-11,Damaged in shipping,293,9
RET11525,ORD103770,CUST10689,2026-02-06,Defective product,189,10
RET11526,ORD103774,CUST11195,2026-02-07,Wrong item received,50,13
RET11527,ORD103776,CUST11252,2026-02-28,Product not as described,1006,5
RET11528,ORD103778,CUST10620,2026-01-05,Quality not as expected,50,4
RET11529,ORD103780,CUST11099,2026-02-27,Damaged in shipping,1255,4
RET11530,ORD103781,CUST10500,2026-02-13,Quality not as expected,78,14
RET11531,ORD103782,CUST10157,2026-02-02,Quality not as expected,1685,9
RET11532,ORD103783,CUST11931,2026-03-03,Defective product,50,8
RET11533,ORD103787,CUST11561,2026-02-17,Wrong item received,373,5
RET11534,ORD103789,CUST11906,2026-03-06,Changed mind,13111,14
RET11535,ORD103790,CUST11026,2026-03-04,Defective product,695,9
RET11536,ORD103792,CUST11502,2026-03-06,Changed mind,2129,10
RET11537,ORD103793,CUST11819,2026-02-19,Defective product,9285,3
RET11538,ORD103794,CUST10592,2026-01-16,Defective product,297,13
RET11539,ORD103795,CUST10160,2026-01-12,Wrong item received,673,6
RET11540,ORD103796,CUST10142,2026-01-18,Quality not as expected,39948,11
RET11541,ORD103798,CUST10019,2026-02-03,Quality not as expected,50,12
RET11542,ORD103799,CUST10320,2026-02-19,Damaged in shipping,2129,9
RET11543,ORD103801,CUST10638,2026-01-07,Wrong item received,434,4
RET11544,ORD103804,CUST11352,2026-02-13,Changed mind,2443,11
RET11545,ORD103805,CUST10141,2026-01-24,Wrong item received,827,11
RET11546,ORD103807,CUST10556,2026-02-03,Wrong item received,2129,3
RET11547,ORD103813,CUST10007,2026-01-28,Quality not as expected,1696,13
RET11548,ORD103819,CUST10712,2026-02-01,Better price elsewhere,19782,6
